OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,created_user,created_date,last_edited_user,last_edited_date,MasterAddressID
2290,28177473,1115,B,#, ,RIVER,CT, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50797
2294,367514279,604,B,#, ,15TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50800
2888,520220124,16,1/2,#, ,ELLIEWOOD,AVE, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:00.000Z,50895
2931,6917202,500,C,#,W,MAIN,ST, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:00.000Z,50908
2939,87391556,2317,B,#, ,FONTAINE,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50911
2940,130286385,207,3,#, ,MONTE VISTA,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50912
2941,130286385,207,4,#, ,MONTE VISTA,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50913
2942,536116051,307,A,#, ,10 1/2,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50914
2947,93322023,114,B,#, ,STRATFORD,CT, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50915
2948,93081945,112,B,#, ,STRATFORD,CT, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50916
2967,85399137,207,D,#, ,DOUGLAS,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50918
2968,87959269,213,B,#, ,DOUGLAS,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50919
2977,131146455,1602,B,#, ,GREEN,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50921
2978,129436248,1504,B,#, ,GREEN,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50922
2980,33517170,1924,9,#, ,SWANSON,DR, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:03.000Z,50923
2068,1467710268,2302,A,APT, ,NORTH BERKSHIRE,RD, ,22901, ,R,,,,,2068
2237,78858888,1117,I,STE,E,MARKET,ST, ,22902, ,C,,,,,2237
2342,1467710268,2302,B,APT, ,NORTH BERKSHIRE,RD, ,22901, ,R,,,,,2342
2343,1394415847,313,6,APT, ,13TH,ST,NW,22903, ,R,,,,,2343
2344,1394415847,313,7,APT, ,13TH,ST,NW,22903, ,R,,,,,2344
2345,1394415847,313,8,APT, ,13TH,ST,NW,22903, ,R,,,,,2345
2351,102032989,213,A,APT, ,STRIBLING,AVE, ,22903, ,R,,,,,2351
2207,270613276,1012,, , ,ASHBY,PL, ,22901, ,R,,,,,2207
2208,274513317,1010,, , ,ASHBY,PL, ,22901, ,R,,,,,2208
2209,275113336,702,, , ,DELL,LN, ,22901, ,R,,,,,2209
2219,49210404,2111,24,APT, ,MICHIE,DR, ,22901, ,R,,,,,2219
2352,102703008,219,B,APT, ,STRIBLING,AVE, ,22903, ,R,,,,,2352
2368,420214890,1104,A,APT, ,GRADY,AVE, ,22903, ,R,,,,,2368
2370,376514383,1011,A,APT, ,PRESTON,AVE, ,22903, ,R,,,,,2370
2371,376514383,1011,B,APT, ,PRESTON,AVE, ,22903, ,R,,,,,2371
2836,316713772,1616,, , ,AMHERST,ST, ,22903, ,R,,,,,2836
2837,319213787,1612,, , ,AMHERST,ST, ,22903, ,R,,,,,2837
2845,123595592,712,, , ,HIGHLAND,AVE, ,22903, ,R,,,,,2845
2846,337413987,2108,, , ,MORRIS,RD, ,22903, ,R,,,,,2846
2847,61128245,1433,, , ,GRACE,ST, ,22902, ,R,,,,,2847
2855,103572978,740,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,2855
2856,103692950,747,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,2856
2857,105753227,759,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,2857
2858,137977302,314,, , ,MONTE VISTA,AVE, ,22903, ,R,,,,,2858
2861,141395834,1390,, , ,AVON,ST, ,22902, ,R,,,,,2861
2862,1473417196,363,, , ,QUARRY,RD, ,22902, ,R,,,,,2862
2863,1473417196,365,, , ,QUARRY,RD, ,22902, ,R,,,,,2863
2864,116484772,805,, , ,RAYMOND,RD, ,22902, ,R,,,,,2864
2865,117765061,127,, , ,BAYLOR,LN, ,22902, ,R,,,,,2865
2866,118825044,1003,, , ,RIDGE,ST, ,22902, ,R,,,,,2866
2867,118925039,512,, , ,ROCKLAND,AVE, ,22902, ,R,,,,,2867
2868,120025185,1007,, , ,RIDGE,ST, ,22902, ,R,,,,,2868
2869,95349584,1407,, , ,BURGESS,LN, ,22902, ,R,,,,,2869
2871,132819561,1546,, , ,DAIRY,RD, ,22903, ,R,,,,,2871
2872,1407919573,121,, , ,RIVERBLUFF,CIR, ,22902, ,R,,,,,2872
2873,1407719574,125,, , ,RIVERBLUFF,CIR, ,22902, ,R,,,,,2873
2874,125905873,920,, , ,RAYMOND,RD, ,22902, ,R,,,,,2874
2108,115674727,1313,, , ,HAMPTON,ST, ,22902, ,R,,,,,2108
2109,117564906,1314,, , ,HAMPTON,ST, ,22902, ,R,,,,,2109
2110,108311182,1312,, , ,CARTER,LN, ,22901, ,R,,,,,2110
2111,111711222,1306,, , ,CARTER,LN, ,22901, ,R,,,,,2111
2112,114811273,1323,, , ,KENWOOD,LN, ,22901, ,R,,,,,2112
2113,114911263,1302,, , ,KENWOOD,LN, ,22901, ,R,,,,,2113
2114,119011325,1324,, , ,KENWOOD,LN, ,22901, ,R,,,,,2114
2115,58438145,806,, , ,VALLEY VIEW,CIR, ,22902, ,R,,,,,2115
2116,132806698,907,, , ,ROUGEMONT,AVE, ,22902, ,R,,,,,2116
2117,92089432,330,, , ,RIVERSIDE,AVE, ,22902, ,R,,,,,2117
2118,608616792,407,, , ,ALTAMONT,CIR, ,22902, ,R,,,,,2118
2120,67138476,525,, , ,CAROLINE,AVE, ,22902, ,R,,,,,2120
2121,67388475,526,, , ,MEADE,AVE, ,22902, ,R,,,,,2121
2122,68438532,519,, , ,CAROLINE,AVE, ,22902, ,R,,,,,2122
2123,141395834,1394,, , ,AVON,ST, ,22902, ,R,,,,,2123
2134,128496057,949,, , ,RIVES,ST, ,22902, ,R,,,,,2134
2135,112374142,906,, , ,BLENHEIM,AVE, ,22902, ,R,,,,,2135
2136,492515680,705,, , ,PARK,ST, ,22902, ,R,,,,,2136
2137,519215948,627,, , ,PARK,ST, ,22902, ,R,,,,,2137
2138,570916427,540,, , ,PARK,ST, ,22902, ,R,,,,,2138
2157,99522485,721,, , ,PROSPECT,AVE, ,22903, ,R,,,,,2157
2158,112334170,614,, , ,BAILEY,RD, ,22903, ,R,,,,,2158
2194,727521636,105,, , ,4TH,ST,SE,22902, , ,,,,,2194
2198,87049283,329,, , ,RIVERSIDE,AVE, ,22902, ,I,,,,,2198
2266,36910241,2003,, , ,GREENBRIER,DR, ,22901, ,R,,,,,2266
2332,290313519,1129,8A,APT, ,PRESTON,AVE, ,22903, ,R,,,emerickr,2014-12-02T15:04:37.000Z,2332
2394,115304901,2505,, , ,JEFFERSON PARK,AVE, ,22903, ,I,,,,,2394
2487,108914543,1500,9,LOT, ,CARLTON,AVE, ,22902, ,R,,,,,2487
2488,108914432,1500,34,LOT, ,CARLTON,AVE, ,22902, ,R,,,,,2488
2544,125645796,1506,, , ,MONTICELLO,RD, ,22902, ,R,,,,,2544
2545,127746104,1607,, , ,MONTICELLO,RD, ,22902, ,R,,,,,2545
2546,130096356,1702,, , ,MONTICELLO,RD, ,22902, ,R,,,,,2546
2591,727917317,610,, ,E,MAIN,ST, ,22902, ,I,,,,,2591
2615,103473028,909,, , ,MONTICELLO,AVE, ,22902, ,R,,,,,2615
2623,136017056,1143,, , ,5TH,ST,SW,22903, ,C,,,,,2623
2637,80248952,100,, , ,AVON,ST, ,22902, ,C,,,,,2637
2695,6831163,300,, , ,COURT,SQ, ,22902, ,C,,,,,2695
2764,69888562,818,, ,E,JEFFERSON,ST, ,22902, ,C,,,,,2764
2797,506315772,747,, , ,LEXINGTON,AVE, ,22902, ,R,,,,,2797
2825,109003895,1301,, , ,MIDLAND,ST, ,22902, ,R,,,,,2825
2828,7651622,211,, , ,RIDGE,ST, ,22902, ,I,,,,,2828
2870,95642135,614,, , ,MONTICELLO,AVE, ,22902, ,R,,,,,2870
2878,552516221,215,, , ,ALBEMARLE,ST, ,22903, ,C,,,,,2878
2923,362714667,735,, , ,PARK,ST, ,22902, ,I,,,,,2923
2970,43610425,1901,, , ,HYDRAULIC,RD, ,22901, ,C,,,,,2970
2974,67618494,510,, , ,STEWART,ST, ,22902, ,C,,,,,2974
2990,144011666,2045,, , ,BARRACKS,RD, ,22903, ,C,,,,,2990
2993,6775142,200,, , ,JEANETTE LANCASTER,WAY, ,22903, ,I,,,,,2993
2997,711320835,108,, , ,5TH,ST,NE,22902, ,C,,,,,2997
2660,139128516,402,C 24,APT, ,11TH,ST,NE,22902, ,R,,,PFAUTZ,2016-06-14T19:29:52.000Z,49776
2236,139128516,402,B 1,APT, ,11TH,ST,NE,22902, ,R,,,PFAUTZ,2016-06-14T19:30:40.000Z,49773
2146,13933172,775,4A,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2146
2147,13933172,775,4B,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2147
2149,13933178,755,4C,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2149
2151,13933199,725,3B,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2151
2152,13933178,755,2A,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2152
2153,13933261,760,4B,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2153
2154,13933261,770,4D,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2154
2155,13933199,725,2B,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2155
2156,13933199,735,1A,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2156
2460,297213636,2021,D7,APT, ,IVY,RD, ,22903, ,R,,,,,2460
2641,13933192,801,2B,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,2641
2898,297213680,2021,C3,APT, ,IVY,RD, ,22903, ,R,,,,,2898
2899,297213680,2021,C4,APT, ,IVY,RD, ,22903, ,R,,,,,2899
2022,81391098,310,14,#, ,AVON,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50722
2024,507215773,770,103,#, ,HARRIS,ST, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50724
2031,269013239,2171,13,#, ,IVY,RD, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50726
2039,7667634,410,100,#,E,WATER,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50731
2052,82971277,500,407,#, ,1ST,ST,S,22902, ,R,,,PFAUTZ,2016-11-28T17:23:17.000Z,50738
2074,516815844,750,105,#, ,HARRIS,ST, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50746
2126,81879010,1110,8M,#,E,MARKET,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50747
2127,605316778,415,5,#, ,2ND,ST,NE,22902, ,R,,,PFAUTZ,2016-11-28T17:23:17.000Z,50748
2128,82618998,1122,A,#,E,MARKET,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50749
2192,98732421,104,B,APT, ,MORRIS PAUL,CT, ,22903, ,R,,,,,2192
2503,83631295,1904,22,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,2503
2508,83631295,1904,45,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,2508
2605,704722439,110,300,STE,E,MAIN,ST, ,22902, , ,,,,,2605
2682,7663802,1815,4,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,2682
2683,7663802,1815,5,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,2683
2295,730820814,400,3,#,E,MAIN,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:09.000Z,50801
2297,626716927,300,300,#, ,PRESTON,AVE, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:06.000Z,50803
2661,139128516,402,C 13,APT, ,11TH,ST,NE,22902, ,R,,,PFAUTZ,2016-06-14T19:29:08.000Z,49777
2267,37310244,1920,, , ,GREENBRIER,DR, ,22901, ,R,,,,,2267
2268,38410246,2210,, , ,GREENBRIER,DR, ,22901, ,R,,,,,2268
2277,559316365,511,308,UNIT,,1ST,ST,N ,22902, ,R,,,,,2277
2278,559316365,511,309,UNIT,,1ST,ST,N ,22902, ,R,,,,,2278
2299,46510351,1815,, , ,YORKTOWN,DR, ,22901, ,R,,,,,2299
2300,46610343,1813,, , ,YORKTOWN,DR, ,22901, ,R,,,,,2300
2301,111864058,821,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,2301
2302,109453946,613,, , ,BAILEY,RD, ,22903, ,R,,,,,2302
2303,103572978,742,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,2303
2304,100292562,720,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,2304
2305,98582412,308,, , ,CHESTNUT,ST, ,22902, ,R,,,,,2305
2306,98902502,709,, , ,AVON,ST, ,22902, ,R,,,,,2306
2307,102062801,1100,, , ,LEONARD,ST, ,22902, ,R,,,,,2307
2309,129946329,2611,, , ,WILLARD,DR, ,22903, ,R,,,,,2309
2310,130436397,309,, , ,HARRIS,RD, ,22903, ,R,,,,,2310
2311,83910869,1613,, , ,KENWOOD,LN, ,22901, ,R,,,,,2311
2312,117294938,1302,, , ,AVON,ST, ,22902, ,R,,,,,2312
2313,742620843,106,, , ,5TH,ST,SE,22902, , ,,,,,2313
2314,130726440,210,, , ,HARRIS,RD, ,22903, ,R,,,,,2314
2315,1452817358,711,, , ,RAINIER,RD, ,22903, ,R,,,,,2315
2316,130846503,113,, , ,HARRIS,RD, ,22903, ,R,,,,,2316
2119,135711510,1137,, , ,MILLMONT,ST, ,22903, ,C,,,,,2119
2145,101102736,711,B,APT, ,BOLLING,AVE, ,22902, ,R,,,PFAUTZ,2016-04-06T19:45:25.000Z,2145
2195,727521636,107,, , ,4TH,ST,SE,22902, , ,,,,,2195
2217,290313519,1129,9A,APT, ,PRESTON,AVE, ,22903, ,R,,,emerickr,2014-12-02T15:04:37.000Z,2217
2239,70233279,412,, ,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-01-04T21:38:12.000Z,2239
2241,70233279,410,, ,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-01-04T21:37:46.000Z,2241
2243,7075271,216,101,STE,W,WATER,ST, ,22902, ,C,,,emerickr,2014-12-17T14:47:39.000Z,2243
2244,7075271,216,102,STE,W,WATER,ST, ,22902, ,C,,,emerickr,2014-12-17T14:47:37.000Z,2244
2324,113264303,102,B,APT, ,ANTOINETTE,CT, ,22903, ,R,,,,,2324
2350,84051293,121,7,APT, ,CARROLLTON,TER, ,22903, ,R,,,EMERICKR,2015-07-24T17:03:58.000Z,2350
2401,558016540,612,A,STE, ,PRESTON,AVE, ,22903, ,C,,,EMERICKR,2015-09-25T15:51:09.000Z,2401
2596,1394716202,1211,211,APT, ,WERTLAND,ST, ,22903, ,R,,,,,2596
2640,1394816490,1121,2,APT, ,WERTLAND,ST, ,22903, ,R,,,,,2640
2842,224712748,906,A,APT, ,OLD FARM,RD, ,22903, ,R,,,,,2842
2224,279613400,1008,, , ,ASHBY,PL, ,22901, ,R,,,,,2224
2225,280713405,1008,, , ,GLENDALE,RD, ,22901, ,R,,,,,2225
2359,41597748,1223,A,APT, ,COLEMAN,CT, ,22901, ,R,,,,,2359
2360,40227717,1226,B,APT, ,COLEMAN,CT, ,22901, ,R,,,,,2360
2361,40637730,1224,A,APT, ,COLEMAN,CT, ,22901, ,R,,,,,2361
2362,40637730,1224,B,APT, ,COLEMAN,CT, ,22901, ,R,,,,,2362
2414,229612811,611,, , ,BEECHWOOD,DR, ,22901, ,R,,,,,2414
2415,232912864,602,, , ,BEECHWOOD,DR, ,22901, ,R,,,,,2415
2416,233112874,1213,, , ,CUTLER,LN, ,22901, ,R,,,,,2416
2417,124715574,119,, , ,DANBURY,CT, ,22902, ,R,,,,,2417
2418,125095719,1504,, , ,MONTICELLO,RD, ,22902, ,R,,,,,2418
2419,93829513,800,, , ,HINTON,AVE, ,22902, ,R,,,,,2419
2420,94022010,700,, , ,BELMONT,AVE, ,22902, ,R,,,,,2420
2421,956017286,801,, , ,BELMONT,AVE, ,22902, ,R,,,,,2421
2422,95632145,750,, , ,BELMONT,AVE, ,22902, ,R,,,,,2422
2423,969317281,815,, , ,BELMONT,AVE, ,22902, ,R,,,,,2423
2424,971017280,821,, , ,BELMONT,AVE, ,22902, ,R,,,,,2424
2425,126705933,1600,, , ,MONTICELLO,RD, ,22902, ,R,,,,,2425
2426,126775975,1601,, , ,MONTICELLO,RD, ,22902, ,R,,,,,2426
2427,129286268,1701,, , ,MONTICELLO,RD, ,22902, ,R,,,,,2427
2428,129636265,1700,, , ,MONTICELLO,RD, ,22902, ,R,,,,,2428
2429,129956374,1201,, , ,DRUID,AVE, ,22902, ,R,,,,,2429
2430,120575097,101,, , ,GREENWICH,CT, ,22902, ,R,,,,,2430
2478,95562190,758,D,APT, ,PROSPECT,AVE, ,22903, ,R,,,,,2478
2611,21010074,241,, , ,ZAN,RD, ,22901, ,C,,,,,2611
2991,95562363,746,F,APT, ,PROSPECT,AVE, ,22903, ,R,,,,,2991
2992,139219175,200,2F,UNIT, ,DOUGLAS,AVE, ,22902, ,R,,,,,2992
2320,140246255,530,B,#, ,CLEVELAND,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50806
2323,114324500,112,B,#, ,CLEVELAND,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50807
2327,357814231,704,A,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50808
2328,357814231,704,B,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50809
2330,88299288,1412,A,#, ,SHORT 18TH,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50810
2333,154211770,1203,B,#, ,HILLTOP,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50811
2340,7849796,300,42,#, ,4TH,ST,SE,22902, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50812
2347,34797595,1024,A,#, ,LOCUST,AVE, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50814
2348,34797595,1024,B,#, ,LOCUST,AVE, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50815
2353,100792963,155,A,#, ,STRIBLING,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50816
2355,99442589,111,A,#, ,RAYMOND,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50817
2363,6840171,417,4,#, ,BRANDON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50818
2364,6840171,417,5,#, ,BRANDON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50819
2365,6840171,419,5,#, ,BRANDON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50820
2366,507215773,770,104B,#, ,HARRIS,ST, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:06.000Z,50821
2369,379814407,704,A,#, ,12TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50822
2374,7422495,108,A,#, ,DUNOVA,CT, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50823
2375,7463510,120,A,#, ,DUNOVA,CT, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50824
2376,121865375,236,A,#, ,SUNSET,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50825
2392,7856826,132,A,#, ,MAYWOOD,LN, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50826
2446,173312029,1982,2,#, ,ARLINGTON,BLVD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50827
2447,173312029,1982,3,#, ,ARLINGTON,BLVD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50828
2448,173312029,1982,10,#, ,ARLINGTON,BLVD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50829
2449,173312029,1982,1,#, ,ARLINGTON,BLVD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50830
2453,299313611,611,216,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50831
2454,299313611,611,302,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50832
2529,89959352,341,B,#, ,MONTICELLO,RD, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,50852
2663,726621635,320,B,#,E,MAIN,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:09.000Z,50870
2664,726621635,117,A,#, ,4TH,ST,SE,22902, , ,,,PFAUTZ,2016-11-28T17:23:06.000Z,50871
2061,136997178,122,A,APT, ,LONGWOOD,DR, ,22903, ,R,,,,,2061
2076,135437003,108,B,APT, ,LONGWOOD,DR, ,22903, ,R,,,,,2076
2142,129666323,2707,B,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,2142
2285,52498035,827,A,APT, ,ST CLAIR,AVE, ,22902, ,R,,,,,2285
2367,536316041,312,B,APT, ,10 1/2,ST,NW,22903, ,R,,,,,2367
2372,134256861,107,B,APT, ,LONGWOOD,DR, ,22903, ,R,,,,,2372
2373,134706916,109,B,APT, ,LONGWOOD,DR, ,22903, ,R,,,,,2373
2712,333313946,1105,, , ,PRESTON,AVE, ,22903, ,R,,,,,2712
2232,316413818,1111,6C,APT, ,PRESTON,AVE, ,22903, ,R,,,emerickr,2014-12-02T15:04:08.000Z,2232
2240,710321206,321,B,STE,E,MAIN,ST, ,22902, ,C,,,emerickr,2014-11-21T16:03:14.000Z,2240
2331,316413818,1111,9A,APT, ,PRESTON,AVE, ,22903, ,R,,,emerickr,2014-12-02T15:04:08.000Z,2331
2655,316413818,1111,3A,APT, ,PRESTON,AVE, ,22903, ,R,,,emerickr,2014-12-02T15:04:08.000Z,2655
2656,316413818,1111,3B,APT, ,PRESTON,AVE, ,22903, ,R,,,emerickr,2014-12-02T15:04:08.000Z,2656
2657,316413818,1111,3C,APT, ,PRESTON,AVE, ,22903, ,R,,,emerickr,2014-12-02T15:04:08.000Z,2657
2033,545116324,1215,B44,UNIT, ,WERTLAND,ST, ,22903, ,R,,,,,2033
2050,545116324,1215,C44,UNIT, ,WERTLAND,ST, ,22903, ,R,,,,,2050
2055,359014194,1709,, , ,ALLIED,ST, ,22903, ,C,,,,,2055
2105,442615132,925,, , ,HARRIS,ST, ,22903, ,C,,,,,2105
2163,75728780,701,, ,E,WATER,ST, ,22902, ,C,,,,,2163
2338,165911938,2106,24,APT, ,ARLINGTON,BLVD, ,22903, ,R,,,,,2338
2523,165911938,2106,28,APT, ,ARLINGTON,BLVD, ,22903, ,R,,,,,2523
2524,165911938,2106,29,APT, ,ARLINGTON,BLVD, ,22903, ,R,,,,,2524
2129,103603050,921,B,#, ,6TH,ST,SE,22902, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50750
2130,443315140,443,COTT,#, ,14TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50751
2131,70110677,2118,20,#, ,ANGUS,RD, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50752
2139,332913627,814,F,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50753
2140,332913627,814,G,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50754
2141,332913627,814,H,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50755
2143,81651090,101,7,#, ,CARROLLTON,TER, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50756
2144,113124375,607,A,#, ,RIVES,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50757
2150,96842254,1416,B,#, ,BRIARCLIFF,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50759
2214,269013239,2171,10,#, ,IVY,RD, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50766
2215,269013239,2171,11,#, ,IVY,RD, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50767
2235,6984753,107,304,#, ,1ST,ST,S,22902, , ,,,PFAUTZ,2016-11-28T17:23:18.000Z,50774
2250,7667634,400,B,#,E,WATER,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50780
2251,7667634,410,1100,#,E,WATER,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50781
2269,80010810,1718,D,#, ,HYDRAULIC,RD, ,22901, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50786
2288,82971277,500,413,#, ,1ST,ST,S,22902, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50795
2289,82971277,500,415,#, ,1ST,ST,S,22902, ,R,,,PFAUTZ,2016-11-28T17:23:18.000Z,50796
2291,48197949,1313,1,#, ,BELLEVIEW,AVE, ,22901, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50798
2292,48197949,1313,2,#, ,BELLEVIEW,AVE, ,22901, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50799
2298,626716927,300,305,#, ,PRESTON,AVE, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50804
2341,516815844,750,207,#, ,HARRIS,ST, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50813
2509,451015228,946,9,#, ,GRADY,AVE, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50845
2510,592717233,104,7,#, ,14TH,ST,NW,22903, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50846
2511,138017308,1175,A,#, ,5TH,ST,SW,22903, ,C,,,PFAUTZ,2016-11-28T17:23:14.000Z,50847
2517,89601647,217,A,#, ,SHAMROCK,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:14.000Z,50849
2600,7797758,313,211,#, ,2ND,ST,SE,22902, ,C,,,PFAUTZ,2016-11-28T17:23:15.000Z,50858
2926,711120810,110,A,#, ,4TH,ST,NE,22902, , ,,,PFAUTZ,2016-11-28T17:23:16.000Z,50904
2930,71633345,104,1,#, ,4TH,ST,NE,22902, , ,,,PFAUTZ,2016-11-28T17:23:16.000Z,50907
2070,396214633,912,B,APT, ,ST CHARLES,AVE, ,22901, ,R,,,,,2070
2081,7530554,1810,, , ,CHELSEA,DR, ,22903, ,R,,,,,2081
2082,124585694,2607,, , ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,2082
2083,130036354,2716,, , ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,2083
2084,466015430,709,, , ,CARGIL,LN, ,22902, ,R,,,,,2084
2085,94782062,2226,, , ,CENTER,AVE, ,22903, ,R,,,,,2085
2086,94902221,1509,, , ,CHERRY,AVE, ,22903, ,R,,,,,2086
